English	French	Translation	Comments	xpath	ext_id
3:00–3:15 PM	15 h 00–15 h 15	AW 3:00 - 3:15		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="m"]	ti-5_XXX
10:00 AM – 2:00 PM PT	10 h 00–14 h 00 PT	PT 10:00 - AW 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="a"]	ti-6_XXX
1:00–2:00 PM PT	13 h 00–14 h 00 PT	PT AW 1:00 - 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="h"]	ti-7_XXX
1:00–1:15 PM PT	13 h 00–13 h 15 PT	PT AW 1:00 - 1:15		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="m"]	ti-8_XXX
10 AM – 2 PM PT	10 h 00–14 h 00 PT	PT nnɔ 10:00 - AW 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hv"]/greatestDifference[@id="a"]	ti-9_XXX
1–2 PM PT	13–14 h PT	PT AW nnɔ 1:00 - 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hv"]/greatestDifference[@id="h"]	ti-10_XXX
14:00–15:00 PT	14 h 00–15 h PT	PT AW nnɔ 2:00 - 3:00		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hmv"]/greatestDifference[@id="H"]	ti-11_XXX
14:00–14:15 PT	14 h 00–14 h 15 PT	PT AW nnɔ 2:00 - 2:15 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hmv"]/greatestDifference[@id="m"]	ti-12_XXX
14–15 PT	14–15 h PT	AW nnɔ 2 - 3		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hv"]/greatestDifference[@id="H"]	ti-13_XXX
14–15	14–15	AW 2 - 3		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="H"]/greatestDifference[@id="H"]	ti-14_XXX
14:00–14:15	14 h 00–14 h 15	AW nnɔ 2:00 - 2:15 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hm"]/greatestDifference[@id="m"]	ti-15_XXX
14:00–15:00	14 h 00–15 h 00	AW nnɔ 2:00 - 3:00		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hm"]/greatestDifference[@id="H"]	ti-16_XXX
10 AM – 2 PM	10 h 00–14 h 00	Nnɔ 10:00 - AW 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="h"]/greatestDifference[@id="a"]	ti-17_XXX
1–2 PM	13–14 h	AW nnɔ 1 - 2		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="h"]/greatestDifference[@id="h"]	ti-18_XXX
10:00 AM – 2:00 PM	10 h 00–14 h 00	Nnɔ 10:00 - AW 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="a"]	ti-19_XXX
3:00–4:00 PM	15 h 00–16 h 00	AW nnɔ 3:00 - 4:00		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="h"]	ti-20_XXX
3:00–3:15 PM	15 h 00–15 h 15	AW nnɔ 3:00 - 3:15		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="m"]	ti-21_XXX
10:00 AM – 2:00 PM PT	10 h 00–14 h 00 PT	PT 10:00 - AW 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="a"]	ti-22_XXX
1:00–2:00 PM PT	13 h 00–14 h 00 PT	PT AW nnɔ 1:00 - 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="h"]	ti-23_XXX
1:00–1:15 PM PT	13 h 00–13 h 15 PT	PT AW nnɔ 3:00 - 3:15		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="m"]	ti-24_XXX
10 AM – 2 PM PT	10 h 00–14 h 00 PT	PT 10:00 - AW 2:00 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hv"]/greatestDifference[@id="a"]	ti-25_XXX
1–2 PM PT	13–14 h PT	PT AW nnɔ 1 - 2		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hv"]/greatestDifference[@id="h"]	ti-26_XXX
14–15	14–15	AW 1 - 2		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="H"]/greatestDifference[@id="H"]	ti-27_XXX
14:00–15:00	14 h 00–15 h 00	AW nnɔ 2:00 - 3:00		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hm"]/greatestDifference[@id="H"]	ti-28_XXX
14:00–14:15	14 h 00–14 h 15	AW nnɔ 2:00 - 2:15 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hm"]/greatestDifference[@id="m"]	ti-29_XXX
14:00–15:00 PT	14 h 00–15 h 00 PT	PT AW nnɔ 2:00 - 3:00		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hmv"]/greatestDifference[@id="H"]	ti-30_XXX
14:00–14:15 PT	14 h 00–14 h 15 PT	PT AW nnɔ 2:00 - 2:15 		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hmv"]/greatestDifference[@id="m"]	ti-31_XXX
14–15 PT	14–15 h PT	PT AW nnɔ 2 - 3		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hv"]/greatestDifference[@id="H"]	ti-32_XXX
DATE COMBINATIONS AND INTERVALS / COMBINAISONS ET INTERVALLES DE DATES					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
2024 – Week 17	2024 – Semaine 17	2024 - Nnawɔcuɩn 17		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yw"][@count="other"]	dc-1_XXX
2024 – Week 1	2024 – Semaine 1	2024 - Nnawɔcuɩn 1		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yw"][@count="one"]	dc-2_XXX
April 2024	Avril 2024	Aduadua 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMMM"]	dc-3_XXX
Apr 2024	Avr. 2024	Adua 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMM"]	dc-4_XXX
4/2024	4/2024	4/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yM"]	dc-5_XXX
04/2024	04/2024	04/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMM"]	dc-6_XXX
Tue, Apr 23, 2024	Mar 23 avr. 2024	Bɩn Adua 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMMEd"]	dc-7_XXX
Apr 23, 2024	23 Avr. 2024	Adua 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMMd"]	dc-8_XXX
4/23/2024	23/04/2024	4/23/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMd"]	dc-9_XXX
2024	2024	2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="y"]	dc-10_XXX
2024 – 2027	2024–2027	2024 – 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="y"]/greatestDifference[@id="y"]	dc-11_XXX
April 2024 – May 2024	Avril 2024–Mai 2024	Aduadua 2024 - Abɔkʋam 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMM"]/greatestDifference[@id="y"]	dc-12_XXX
Tue, Apr 23, 2024 – Tue, Apr 23, 2027	Mar 23 avr. 2024–Mar 23 avr. 2027	Bɩn Adua 23, 2024 - Bɩn Adua 23, 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMEd"]/greatestDifference[@id="y"]	dc-13_XXX
Tue, Apr 23, 2024 – Tue, May 23, 2024	Mar 23 avr. 2024–Mar 23 mai 2024	Bɩn Adua 23, 2024 - Bɩn Abɔ 23, 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMEd"]/greatestDifference[@id="M"]	dc-14_XXX
Tue, Apr 23 – Wed, Apr 24, 2024	Mar 23 avr.–Mer 24 avr. 2024	Bɩn Adua 23, 2024 - Wuk Adua 24, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMEd"]/greatestDifference[@id="d"]	dc-15_XXX
Apr 23, 2024 – Apr 23, 2027	23 Avr. 2024–23 Avr. 2027	Adua 23, 2024 - Adua 23, 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMd"]/greatestDifference[@id="y"]	dc-16_XXX
Apr 23 – May 23, 2024	23 Avr.–23 Mai 2024	Adua 23, 2024 - Abɔ 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMd"]/greatestDifference[@id="M"]	dc-17_XXX
Apr 23 – Apr 24, 2024	23 Avril–24 Avril 2024	Aduadua 23, 2024 - Aduadua 24, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMd"]/greatestDifference[@id="d"]	dc-18_XXX
Apr 2024 – Apr 2027	Avril 2024–Avril 2027	Aduadua 2024 - Aduadua 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMM"]/greatestDifference[@id="y"]	dc-19_XXX
Apr 2024 – May 2024	Avril 2024–Mai 2024	Aduadua 2024 - Abɔkʋam 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMM"]/greatestDifference[@id="M"]	dc-20_XXX
Tue, 4/23/2024 – Tue, 4/23/2027	Mar 23/04/2024–Mar 23/04/2027	Bɩn 04/23/2024 - Bɩn 04/23/2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMEd"]/greatestDifference[@id="y"]	dc-21_XXX
Tue, 4/23 – Tue, 5/23	Mar 23/04–Mar 23/05	Bɩn 04/23 - Bɩn 05/23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MEd"]/greatestDifference[@id="M"]	dc-22_XXX
Tue, 4/23 – Wed, 4/24	Mar 23/04–Mer 24/04	Bɩn 04/23 - Wuk 04/24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MEd"]/greatestDifference[@id="d"]	dc-23_XXX
4/23/2024 – 4/23/2027	23/04/2024–23/04/2027	04/23/2024 - 04/23/2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMd"]/greatestDifference[@id="y"]	dc-24_XXX
4/23 – 5/23	23/04–23/05	04/23 - 05/23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Md"]/greatestDifference[@id="M"]	dc-25_XXX
4/23 – 4/24	23/04–24/04	04/23 - 04/24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Md"]/greatestDifference[@id="d"]	dc-26_XXX
4/2024 – 4/2027	4/2024–4/2027	04/2024 - 04/2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yM"]/greatestDifference[@id="y"]	dc-27_XXX
4/2024 – 5/2024	4/2024–5/2024	04/2024 - 05/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yM"]/greatestDifference[@id="M"]	dc-28_XXX
2024 – 2027	2024–2027	2024 – 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="y"]/greatestDifference[@id="y"]	dc-29_XXX
2023 – 2024	2023–2024	2023 – 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="y"]/greatestDifference[@id="y"]	dc-30_XXX
Tue 3:30 PM	Mar 15 h 30	Bɩn AW 3:30		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Ehm"]	dc-31_XXX
Tue 3:30:45 PM	Mar 15 h 30 min 45 s	Bɩn AW nnɔ 3 Sɩm 30 Ani 45		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Ehms"]	dc-32_XXX
Tue 15:30	Mar 15 h 30	Bɩn AW 3:30		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="EHm"]	dc-33_XXX
Tue 15:30:45	Mar 15 h 30 min 45 s	Bɩn AW nnɔ 3 Sɩm 30 Ani 45		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="EHms"]	dc-34_XXX
Tuesday at 3:30:45 PM	Mardi à 15 h 30 min 45 s	Bɩnanda AW nnɔ 3 Sɩm 30 Ani 45		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/dateTimeFormatLength[@type="full"]/dateTimeFormat[@type="atTime"]/pattern[@type="standard"]	dc-35_XXX
Tuesday at 3:30:45 PM	Mardi à 15 h 30 min 45 s	Bɩnanda AW nnɔ 3 Sɩm 30 Ani 45		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/dateTimeFormatLength[@type="long"]/dateTimeFormat[@type="atTime"]/pattern[@type="standard"]	dc-36_XXX
Tuesday, April 23, 2024 at 3:30:45 PM	Mardi 23 avril 2024 à 15 h 30 min 45 s	Bɩnanda Adua 23, 2024 AW nnɔ 3 Sɩm 30 Ani 15		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/dateTimeFormatLength[@type="full"]/dateTimeFormat[@type="standard"]/pattern[@type="standard"]	dc-37_XXX
April 23, 2024 at 3:30:45 PM	23 avril 2024 à 15 h 30 min 45 s	Aduadua 23, 2024 AW nnɔ 3 Sɩm 30 Ani 15		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/dateTimeFormatLength[@type="long"]/dateTimeFormat[@type="standard"]/pattern[@type="standard"]	dc-38_XXX
Apr 23, 2024 at 3:30 PM	23 avril 2024 à 15 h 30	Aduadua 23, 2024 AW nnɔ 3 Sɩm 30		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/dateTimeFormatLength[@type="medium"]/dateTimeFormat[@type="standard"]/pattern[@type="standard"]	dc-39_XXX
Apr 23 at 3:30 PM	Avr. 2024 à 15 h 30	Adua, 2024 AW nnɔ 3 Sɩm 30		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/dateTimeFormatLength[@type="medium"]/dateTimeFormat[@type="atTime"]/pattern[@type="standard"]	dc-40_XXX
Wed, 4/23	Mer 23 avril	Wuk Adua 23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MEd"]	dc-41_XXX
Tue, 4/23 – Wed, 4/24	Mar 23/04–Mer 24/04	Bɩn 04/23 - Wuk 04/24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MEd"]/greatestDifference[@id="d"]	dc-42_XXX
Tue, 4/23 – Thu, 5/23	Mar 23/04–Jeu 23/05	Bɩn 04/23 - Yaw 05/23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MEd"]/greatestDifference[@id="M"]	dc-43_XXX
Tue, Apr 23, 2024 – Wed, Apr 24, 2024	Mar 23 avr. 2024–Mer 24 avr. 2024	Bɩn Adua 23 2024 - Wuk Adua 24 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMEd"]/greatestDifference[@id="d"]	dc-44_XXX
Tue, Apr 23, 2024 – Thu, May 23, 2024	Mar 23 avr. 202–Jeu 23 mai 2024	Bɩn Adua 23 2024 - Yaw Abɔ 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMEd"]/greatestDifference[@id="M"]	dc-45_XXX
Tue, Apr 23, 2024 – Fri, Apr 23, 2027	Mar 23 avr. 2024–Ven 23 avr. 2027	Bɩn Adua 23 2024 - Fie Adua 23 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMEd"]/greatestDifference[@id="y"]	dc-46_XXX
Tue, Apr 23, 2024 – Tue, Apr 23, 2345	Mar 23 avr. 2024–Mar 23 avr. 2345	Bɩn Adua 23 2024 - Bɩn Adua 23 2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMEd"]/greatestDifference[@id="G"]	dc-47_XXX
Tue, Apr 23, 2024 – Wed, Apr 24, 2024	Mar 23 avr. 2024–Mer 24 avr. 2024	Bɩn Adua 23 2024 - Wuk Adua 24 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMEd"]/greatestDifference[@id="d"]	dc-48_XXX
Tue, Apr 23, 2024 – Tue, May 23, 2024	Mar 23 avr. 2024–Mar 23 mai 2024	Bɩn Adua 23 2024 - Bɩn Abɔ 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMEd"]/greatestDifference[@id="M"]	dc-49_XXX
Tue, Apr 23, 2024 – Tue, Apr 23, 2027	Mar 23 avr. 2024–Mar 23 avr. 2027	Bɩn Adua 23 2024 - Bɩn Adua 23 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMEd"]/greatestDifference[@id="y"]	dc-50_XXX
Tue, Apr 23, 2024	Mar 23 avr. 2024	Bɩn Adua 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMMEd"]	dc-51_XXX
Tue, Apr 23, 2024 – Tue, Apr 23, 2345	Mar 23 avr. 2024–Mar 23 avr. 2345	Bɩn Adua 23 2024 - Bɩn Adua 23 2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMEd"]/greatestDifference[@id="G"]	dc-52_XXX
Tuesday, April 23, 2024	Mardi 23 avril 2024	Bɩnanda Aduadua 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="full"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-53_XXX
Tuesday, April 23, 2024	Mardi 23 avril 2024	Bɩnanda Aduadua 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="full"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-54_XXX
3:30:45 PM	15 h 30 min 45 s	AW nnɔ 3 Sɩm 30 Ani 45		//ldml/dates/calendars/calendar[@type="gregorian"]/timeFormats/timeFormatLength[@type="medium"]/timeFormat[@type="standard"]/pattern[@type="standard"]	dc-55_XXX
3:30:45 PM PDT	15 h 30 min 45 s PDT	AW nnɔ 3 Sɩm 30 Ani 45 PDT		//ldml/dates/calendars/calendar[@type="gregorian"]/timeFormats/timeFormatLength[@type="long"]/timeFormat[@type="standard"]/pattern[@type="standard"]	dc-56_XXX
3:30:45 PM Pacific Daylight Time	15 h 30 min 45 s, Heure avancée du pacifique	AW nnɔ 3 Sɩm 30 Ani 45 ...		//ldml/dates/calendars/calendar[@type="gregorian"]/timeFormats/timeFormatLength[@type="full"]/timeFormat[@type="standard"]/pattern[@type="standard"]	dc-57_XXX
April	Avril	Aduadua		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="M"]	dc-58_XXX
April	Avril	Aduadua		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="M"]	dc-59_XXX
April – May	Avril–mai	Aduadua - Abɔkʋanm		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="M"]/greatestDifference[@id="M"]	dc-60_XXX
April – May	Avril–mai	Aduadua - Abɔkʋanm		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="M"]/greatestDifference[@id="M"]	dc-61_XXX
4/23	4/23	04/23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Md"]	dc-62_XXX
4/23 – 4/24	23/04–24/04	04/23 - 04-24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Md"]/greatestDifference[@id="d"]	dc-63_XXX
4/23 – 5/23	23/04–23/05	04/23 - 05-23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Md"]/greatestDifference[@id="M"]	dc-64_XXX
4/23/2024 – 4/24/2024	23/04/2024–24/04/2024	04/23/2024 - 04/24/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMd"]/greatestDifference[@id="d"]	dc-65_XXX
4/23/2024 – 5/23/2024	23/04/2024–23/05/2024	04/23/2024 - 05/23/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMd"]/greatestDifference[@id="M"]	dc-66_XXX
4/23/2024 – 4/23/2027	23/04/2024–23/04/2027	04/23/2024 - 04/23/2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMd"]/greatestDifference[@id="y"]	dc-67_XXX
4/23/2024	23/04/2024	04/23/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMd"]	dc-68_XXX
4/23/2024 – 4/23/2345	23/04/2024–23/04/2345	04/23/2024 - 04/23/2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMd"]/greatestDifference[@id="G"]	dc-69_XXX
4/2024 – 5/2024	4/2024–5/2024	04/2024 - 05/2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyM"]/greatestDifference[@id="M"]	dc-70_XXX
4/2024 – 4/2027	4/2024–4/2027	04/2024 - 04/2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyM"]/greatestDifference[@id="y"]	dc-71_XXX
4/2024 – 4/2345	4/2024–4/2345	04/2024 - 04/2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyM"]/greatestDifference[@id="G"]	dc-72_XXX
Apr 2024 – May 2024	Avril 2024–Mai 2024	Aduadua 2024 - Abɔkʋanm 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMM"]/greatestDifference[@id="M"]	dc-73_XXX
Apr 23 – Apr 24, 2024	23 avril–24 avril 2024	Adua 23 - Adua 24 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMd"]/greatestDifference[@id="d"]	dc-74_XXX
Apr 23 – May 23, 2024	23 avril–23 mai 2024	Adua 23 - Abɔ 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMd"]/greatestDifference[@id="M"]	dc-75_XXX
Apr 23, 2024	23 avril 2024	Adua 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="medium"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-76_XXX
Apr 23, 2024 – Apr 23, 2027	23 avril 2024–23 avril 2027	Adua 23 2024 - Adua 23 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="y"]	dc-77_XXX
Apr 23, 2024	23 avril 2024	Adua 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMMd"]	dc-78_XXX
Apr 23, 2024	23 avril 2024	Adua 23 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="medium"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-79_XXX
Apr 23, 2024 – Apr 23, 2345	23 avril 2024–23 avril 2345	Adua 23 2024 - Adua 23 2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="G"]	dc-80_XXX
Apr 2024 – Apr 2027	Avril 2024–Avril 2027	Adua 2024 - Adua 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMM"]/greatestDifference[@id="y"]	dc-81_XXX
Apr 2024	Avril 2024	Adua 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMM"]	dc-82_XXX
